ts,time,suhu,rh,nh3,spray_on,reason,anomaly,iso_score,flags
1759130857.607946,2025-09-29T07:27:37.607946+00:00,32.55,69.68,2.77,True,stay_on,normal,0.1379332827002872,
1759130917.689135,2025-09-29T07:28:37.689135+00:00,32.79,69.28,2.82,True,stay_on,normal,0.12263718476712976,
1759130977.772582,2025-09-29T07:29:37.772582+00:00,32.66,69.15,2.8,True,stay_on,normal,0.1297973019740562,
1759131037.857455,2025-09-29T07:30:37.857455+00:00,32.68,69.64,2.75,True,stay_on,normal,0.13175872901202945,
1759131097.911342,2025-09-29T07:31:37.911342+00:00,32.69,69.44,2.78,True,stay_on,normal,0.12979336240178857,
1759131157.994236,2025-09-29T07:32:37.994236+00:00,32.65,69.49,2.8,True,stay_on,normal,0.13148888776822604,
1759131218.080276,2025-09-29T07:33:38.080276+00:00,32.62,69.81,2.86,True,stay_on,normal,0.1352817462134065,
1759131278.162497,2025-09-29T07:34:38.162497+00:00,32.52,69.69,2.93,True,stay_on,normal,0.13065121471041236,
1759131338.24636,2025-09-29T07:35:38.246360+00:00,32.54,69.96,2.85,True,stay_on,normal,0.13872813038291482,
1759131398.301373,2025-09-29T07:36:38.301373+00:00,32.57,69.79,2.8,True,stay_on,normal,0.13867981625226766,
1759131458.385219,2025-09-29T07:37:38.385219+00:00,32.51,69.83,2.81,True,stay_on,normal,0.14090238111223652,
1759131518.469156,2025-09-29T07:38:38.469156+00:00,32.45,70.03,2.85,True,stay_on,normal,0.13947517171997925,
1759131578.552912,2025-09-29T07:39:38.552912+00:00,32.44,69.95,2.79,True,stay_on,normal,0.14028437615180706,
1759131638.63662,2025-09-29T07:40:38.636620+00:00,32.55,69.84,2.75,True,stay_on,normal,0.13775083798563403,
1759131698.689959,2025-09-29T07:41:38.689959+00:00,32.62,69.61,2.79,True,stay_on,normal,0.13648624706473284,
1759131758.774122,2025-09-29T07:42:38.774122+00:00,32.57,69.4,2.84,True,stay_on,normal,0.1347875998985178,
1759131818.857197,2025-09-29T07:43:38.857197+00:00,32.44,70.08,2.87,True,stay_on,normal,0.13800920254732812,
1759131878.941101,2025-09-29T07:44:38.941101+00:00,31.82,72.63,2.8,True,stay_on,normal,0.14199363634573797,
1759131939.024295,2025-09-29T07:45:39.024295+00:00,31.89,71.31,2.68,True,stay_on,normal,0.1296006745241451,
1759131999.078315,2025-09-29T07:46:39.078315+00:00,31.82,75.72,2.66,True,stay_on,normal,0.10836281399714026,
1759132059.163574,2025-09-29T07:47:39.163574+00:00,31.83,72.99,2.67,True,stay_on,normal,0.1360225197638863,
1759132119.245121,2025-09-29T07:48:39.245121+00:00,31.79,73.42,2.66,True,stay_on,normal,0.12968387513874036,
1759132179.331357,2025-09-29T07:49:39.331357+00:00,31.86,72.8,2.58,True,stay_on,normal,0.11779085305825887,
1759132239.412529,2025-09-29T07:50:39.412529+00:00,31.81,73.44,2.49,True,stay_on,normal,0.10818995947653687,
1759132299.467896,2025-09-29T07:51:39.467896+00:00,31.9,73.41,2.5,True,stay_on,normal,0.11377392316262497,
1759132359.552137,2025-09-29T07:52:39.552137+00:00,32.02,73.71,2.58,True,stay_on,normal,0.12296627171816643,
1759132419.634985,2025-09-29T07:53:39.634985+00:00,32.24,71.9,2.61,True,stay_on,normal,0.14779105237935702,
1759132479.719313,2025-09-29T07:54:39.719313+00:00,32.28,72.46,2.71,True,stay_on,normal,0.16811446647206996,
1759132539.802989,2025-09-29T07:55:39.802989+00:00,32.28,71.85,2.76,True,stay_on,normal,0.1661067262902921,
1759132599.857678,2025-09-29T07:56:39.857678+00:00,32.33,71.61,2.69,True,stay_on,normal,0.16117215299195298,
1759132659.999182,2025-09-29T07:57:39.999182+00:00,32.21,72.63,2.5,True,stay_on,normal,0.14074143704680986,
1759132720.036378,2025-09-29T07:58:40.036378+00:00,32.14,71.53,2.68,True,stay_on,normal,0.14959175441690442,
1759132780.120326,2025-09-29T07:59:40.120326+00:00,32.41,71.96,2.65,True,stay_on,normal,0.16159895274461666,
1759132840.192153,2025-09-29T08:00:40.192153+00:00,32.37,70.84,2.69,True,stay_on,normal,0.15085456606008857,
1759132900.248062,2025-09-29T08:01:40.248062+00:00,32.12,70.83,2.58,True,stay_on,normal,0.12013889036292819,
1759132960.32882,2025-09-29T08:02:40.328820+00:00,32.16,72.07,2.59,True,stay_on,normal,0.13682876057799054,
1759133020.413634,2025-09-29T08:03:40.413634+00:00,32.02,70.53,2.65,True,stay_on,normal,0.11958549537053287,
1759133080.49672,2025-09-29T08:04:40.496720+00:00,31.92,71.28,2.76,True,stay_on,normal,0.13309672185658744,
1759133140.582286,2025-09-29T08:05:40.582286+00:00,32.06,71.53,2.67,True,stay_on,normal,0.1425312330144869,
1759133200.636054,2025-09-29T08:06:40.636054+00:00,32.06,71.8,2.69,True,stay_on,normal,0.1437008908985798,
1759133260.71899,2025-09-29T08:07:40.718990+00:00,32.25,72.1,2.66,True,stay_on,normal,0.1589421841369308,
1759133320.804445,2025-09-29T08:08:40.804445+00:00,32.33,72.02,2.65,True,stay_on,normal,0.15948490455886638,
1759133380.885949,2025-09-29T08:09:40.885949+00:00,32.33,72.69,2.71,True,stay_on,normal,0.1707171589969823,
1759133440.98339,2025-09-29T08:10:40.983390+00:00,32.13,73.51,2.67,True,stay_on,normal,0.15030778412093776,
1759133501.025827,2025-09-29T08:11:41.025827+00:00,32.14,71.95,2.75,True,stay_on,normal,0.15536549258814625,
1759133561.106952,2025-09-29T08:12:41.106952+00:00,32.21,70.83,2.79,True,stay_on,normal,0.1498888590986529,
1759133621.192333,2025-09-29T08:13:41.192333+00:00,32.35,72.14,2.73,True,stay_on,normal,0.1688674099699098,
1759133681.27709,2025-09-29T08:14:41.277090+00:00,32.33,70.7,2.75,True,stay_on,normal,0.1525176519062127,
1759133741.360546,2025-09-29T08:15:41.360546+00:00,32.23,71.39,2.89,True,stay_on,normal,0.15336407572187777,
1759133801.413733,2025-09-29T08:16:41.413733+00:00,32.35,72.01,2.72,True,stay_on,normal,0.1681171465185312,
1759133861.499099,2025-09-29T08:17:41.499099+00:00,32.14,71.51,2.75,True,stay_on,normal,0.1520940223956022,
1759133921.58042,2025-09-29T08:18:41.580420+00:00,32.03,72.31,2.76,True,stay_on,normal,0.14943609707321276,
1759133981.664603,2025-09-29T08:19:41.664603+00:00,32.06,71.8,2.67,True,stay_on,normal,0.1435386832446302,
1759134041.747903,2025-09-29T08:20:41.747903+00:00,32.24,71.79,2.75,True,stay_on,normal,0.16386551118301995,
1759134101.802869,2025-09-29T08:21:41.802869+00:00,32.41,70.94,2.83,True,stay_on,normal,0.159363694954068,
1759134161.885528,2025-09-29T08:22:41.885528+00:00,32.19,71.36,2.69,True,stay_on,normal,0.14950517326188612,
1759134221.970562,2025-09-29T08:23:41.970562+00:00,32.16,71.29,2.69,True,stay_on,normal,0.1453379827301035,
1759134282.054865,2025-09-29T08:24:42.054865+00:00,32.09,71.41,2.82,True,stay_on,normal,0.14546486743655257,
1759134342.137309,2025-09-29T08:25:42.137309+00:00,32.05,71.36,2.88,True,stay_on,normal,0.1372092707040251,
1759134402.193808,2025-09-29T08:26:42.193808+00:00,32.06,71.59,2.81,True,stay_on,normal,0.1489979564057889,
1759134462.277059,2025-09-29T08:27:42.277059+00:00,32.12,71.0,2.95,True,stay_on,normal,0.1286917185227831,
1759134522.358656,2025-09-29T08:28:42.358656+00:00,32.0,71.95,2.94,True,stay_on,normal,0.13539897543062646,
1759134582.442686,2025-09-29T08:29:42.442686+00:00,31.86,71.49,2.96,True,stay_on,normal,0.12039988312970284,
1759134642.52666,2025-09-29T08:30:42.526660+00:00,31.83,73.18,2.98,True,stay_on,normal,0.1227772021454489,
1759134702.580574,2025-09-29T08:31:42.580574+00:00,32.0,72.71,2.92,True,stay_on,normal,0.1399952978269121,
1759134762.666307,2025-09-29T08:32:42.666307+00:00,32.13,72.14,2.85,True,stay_on,normal,0.153525568722436,
1759134822.749802,2025-09-29T08:33:42.749802+00:00,32.13,72.33,2.75,True,stay_on,normal,0.15716554989654147,
1759134882.832952,2025-09-29T08:34:42.832952+00:00,32.21,71.27,2.67,True,stay_on,normal,0.15006191671972235,
1759134942.915171,2025-09-29T08:35:42.915171+00:00,32.31,71.43,2.7,True,stay_on,normal,0.15937618250639102,
1759135002.971157,2025-09-29T08:36:42.971157+00:00,32.21,72.18,2.71,True,stay_on,normal,0.1610049256564438,
1759135063.053102,2025-09-29T08:37:43.053102+00:00,32.07,72.08,2.66,True,stay_on,normal,0.143600603185345,
1759135123.136479,2025-09-29T08:38:43.136479+00:00,32.05,72.53,2.67,True,stay_on,normal,0.1460602877056782,
1759135183.221067,2025-09-29T08:39:43.221067+00:00,32.1,72.58,2.63,True,stay_on,normal,0.14481641207908602,
1759135243.30612,2025-09-29T08:40:43.306120+00:00,32.17,72.13,2.58,True,stay_on,normal,0.13757333019241008,
1759135303.359168,2025-09-29T08:41:43.359168+00:00,32.07,73.05,2.62,True,stay_on,normal,0.13891203381283335,
1759135363.499652,2025-09-29T08:42:43.499652+00:00,32.03,72.3,2.71,True,stay_on,normal,0.1463402545646733,
1759135423.538987,2025-09-29T08:43:43.538987+00:00,32.09,72.01,2.66,True,stay_on,normal,0.143600603185345,
1759135483.620441,2025-09-29T08:44:43.620441+00:00,32.14,71.85,2.63,True,stay_on,normal,0.1440608332683354,
1759135543.693715,2025-09-29T08:45:43.693715+00:00,32.16,71.74,2.64,True,stay_on,normal,0.1455127545567601,
1759135603.75128,2025-09-29T08:46:43.751280+00:00,32.14,71.64,2.84,True,stay_on,normal,0.15396419702827308,
1759135663.832197,2025-09-29T08:47:43.832197+00:00,32.02,71.77,2.86,True,stay_on,normal,0.14320892472385893,
1759135723.914537,2025-09-29T08:48:43.914537+00:00,32.07,72.47,2.83,True,stay_on,normal,0.15317728373659173,
1759135784.001165,2025-09-29T08:49:44.001165+00:00,32.07,72.53,2.9,True,stay_on,normal,0.14486427678994163,
1759135844.085575,2025-09-29T08:50:44.085575+00:00,32.03,71.62,2.96,True,stay_on,normal,0.13029466525708605,
1759135904.137336,2025-09-29T08:51:44.137336+00:00,32.13,72.03,2.87,True,stay_on,normal,0.14995315893955763,
1759135964.221848,2025-09-29T08:52:44.221848+00:00,32.16,72.43,2.7,True,stay_on,normal,0.1573708697999488,
1759136024.304496,2025-09-29T08:53:44.304496+00:00,32.09,72.44,2.75,True,stay_on,normal,0.15318034943749548,
1759136084.387189,2025-09-29T08:54:44.387189+00:00,32.12,72.57,2.86,True,stay_on,normal,0.15526086851202475,
1759136144.471359,2025-09-29T08:55:44.471359+00:00,32.06,72.88,2.84,True,stay_on,normal,0.15343567047460804,
1759136204.525723,2025-09-29T08:56:44.525723+00:00,32.09,73.68,2.84,True,stay_on,normal,0.14802043378297075,
1759136264.610564,2025-09-29T08:57:44.610564+00:00,31.75,75.19,2.77,True,stay_on,normal,0.11543746510740638,
1759136324.693487,2025-09-29T08:58:44.693487+00:00,31.99,79.22,2.71,True,stay_on,normal,0.11940281536686853,
1759136384.779484,2025-09-29T08:59:44.779484+00:00,31.9,73.61,2.61,True,stay_on,normal,0.12178624417843986,
1759136444.860457,2025-09-29T09:00:44.860457+00:00,31.94,72.8,2.58,True,stay_on,normal,0.12374560226548242,
1759136504.915321,2025-09-29T09:01:44.915321+00:00,32.0,73.24,2.56,True,stay_on,normal,0.12452353988037945,
1759136565.001265,2025-09-29T09:02:45.001265+00:00,32.02,72.27,2.52,True,stay_on,normal,0.12216367733547029,
1759136625.082655,2025-09-29T09:03:45.082655+00:00,32.02,72.39,2.5,True,stay_on,normal,0.1215076213607022,
1759136685.165791,2025-09-29T09:04:45.165791+00:00,32.09,72.13,2.52,True,stay_on,normal,0.12460704261358951,
1759136745.264224,2025-09-29T09:05:45.264224+00:00,32.09,72.13,2.46,True,stay_on,normal,0.12066253538368804,
1759136805.304337,2025-09-29T09:06:45.304337+00:00,32.14,72.56,2.48,True,stay_on,normal,0.13295219821902493,
1759136865.446159,2025-09-29T09:07:45.446159+00:00,32.06,72.19,2.45,True,stay_on,normal,0.12066253538368804,
1759136925.486085,2025-09-29T09:08:45.486085+00:00,32.16,72.24,2.44,True,stay_on,normal,0.1291205325220512,
1759136985.5643,2025-09-29T09:09:45.564300+00:00,32.13,71.65,2.42,True,stay_on,normal,0.12410690569500116,
1759137045.6447,2025-09-29T09:10:45.644700+00:00,32.1,72.03,2.43,True,stay_on,normal,0.12100418367048443,
1759137105.695716,2025-09-29T09:11:45.695716+00:00,32.14,72.86,2.47,True,stay_on,normal,0.1316314616301989,
1759137165.777367,2025-09-29T09:12:45.777367+00:00,32.24,72.69,2.46,True,stay_on,normal,0.13888862775911665,
1759137225.861075,2025-09-29T09:13:45.861075+00:00,32.25,71.79,2.49,True,stay_on,normal,0.13891967373099345,
1759137285.943543,2025-09-29T09:14:45.943543+00:00,32.25,72.3,2.51,True,stay_on,normal,0.1426821126112786,
1759137346.029898,2025-09-29T09:15:46.029898+00:00,32.25,71.24,2.56,True,stay_on,normal,0.1372077553676081,
1759137406.082133,2025-09-29T09:16:46.082133+00:00,32.3,71.97,2.57,True,stay_on,normal,0.1461167648669897,
1759137466.166534,2025-09-29T09:17:46.166534+00:00,32.17,71.66,2.54,True,stay_on,normal,0.13271218933102075,
1759137526.251551,2025-09-29T09:18:46.251551+00:00,32.2,72.14,2.52,True,stay_on,normal,0.13610860732368607,
1759137586.333687,2025-09-29T09:19:46.333687+00:00,32.23,72.7,2.53,True,stay_on,normal,0.14192225132251568,
1759137646.416479,2025-09-29T09:20:46.416479+00:00,32.27,71.98,2.52,True,stay_on,normal,0.1420882896905516,
1759137706.480177,2025-09-29T09:21:46.480177+00:00,32.33,72.08,2.53,True,stay_on,normal,0.14330828050971156,
1759137766.557088,2025-09-29T09:22:46.557088+00:00,32.21,72.14,2.5,True,stay_on,normal,0.13758755481602652,
1759137826.638707,2025-09-29T09:23:46.638707+00:00,32.2,71.27,2.53,True,stay_on,normal,0.1304551264848438,
1759137886.723184,2025-09-29T09:24:46.723184+00:00,32.19,71.95,2.51,True,stay_on,normal,0.1345745943812664,
1759137946.809135,2025-09-29T09:25:46.809135+00:00,32.27,71.82,2.52,True,stay_on,normal,0.14170354951536496,
1759138006.860775,2025-09-29T09:26:46.860775+00:00,32.48,71.27,2.58,True,stay_on,normal,0.14081791876903876,
1759138066.946159,2025-09-29T09:27:46.946159+00:00,32.4,70.92,2.57,True,stay_on,normal,0.13647349960622246,
1759138127.029164,2025-09-29T09:28:47.029164+00:00,32.45,71.33,2.61,True,stay_on,normal,0.14606590346513115,
1759138187.112138,2025-09-29T09:29:47.112138+00:00,32.35,71.18,2.62,True,stay_on,normal,0.1472727060627005,
1759138247.195114,2025-09-29T09:30:47.195114+00:00,32.23,72.55,2.61,True,stay_on,normal,0.1506889865902944,
1759138307.251418,2025-09-29T09:31:47.251418+00:00,32.23,72.52,2.59,True,stay_on,normal,0.14667166056004488,
1759138367.391898,2025-09-29T09:32:47.391898+00:00,32.31,72.09,2.62,True,stay_on,normal,0.1534424459795513,
1759138427.428178,2025-09-29T09:33:47.428178+00:00,32.31,72.2,2.63,True,stay_on,normal,0.15883480030891933,
1759138487.509534,2025-09-29T09:34:47.509534+00:00,32.52,71.51,2.68,True,stay_on,normal,0.16109357640395483,
1759138547.591027,2025-09-29T09:35:47.591027+00:00,32.52,71.1,2.68,True,stay_on,normal,0.15721496709831467,
1759138607.639795,2025-09-29T09:36:47.639795+00:00,32.51,71.39,2.62,True,stay_on,normal,0.14915173379630126,
1759138667.783567,2025-09-29T09:37:47.783567+00:00,32.45,71.45,2.61,True,stay_on,normal,0.14759982884659345,
1759138727.807025,2025-09-29T09:38:47.807025+00:00,32.4,72.11,2.6,True,stay_on,normal,0.15299169780108618,
1759138787.890162,2025-09-29T09:39:47.890162+00:00,32.38,71.91,2.56,True,stay_on,normal,0.14773149556575582,
1759138847.974582,2025-09-29T09:40:47.974582+00:00,32.31,72.06,2.51,True,stay_on,normal,0.14330828050971156,
1759138908.028672,2025-09-29T09:41:48.028672+00:00,32.4,72.05,2.54,True,stay_on,normal,0.1453635321491537,
1759138968.111695,2025-09-29T09:42:48.111695+00:00,32.3,71.97,2.58,True,stay_on,normal,0.1461167648669897,
1759139028.196903,2025-09-29T09:43:48.196903+00:00,32.35,72.43,2.55,True,stay_on,normal,0.14784391714764722,
1759139088.283017,2025-09-29T09:44:48.283017+00:00,32.59,71.67,2.58,True,stay_on,normal,0.14289415504186848,
1759139148.362843,2025-09-29T09:45:48.362843+00:00,32.8,70.86,2.61,True,stay_on,normal,0.12572080732020163,
1759139208.418213,2025-09-29T09:46:48.418213+00:00,32.64,71.59,2.63,True,stay_on,normal,0.1493263878012192,
1759139268.501296,2025-09-29T09:47:48.501296+00:00,32.47,71.75,2.6,True,stay_on,normal,0.15022481297950846,
1759139328.584,2025-09-29T09:48:48.584000+00:00,32.48,71.61,2.57,True,stay_on,normal,0.14584148773688693,
1759139388.668639,2025-09-29T09:49:48.668639+00:00,32.58,72.07,2.54,True,stay_on,normal,0.14000674152193476,
1759139448.752671,2025-09-29T09:50:48.752671+00:00,32.54,71.53,2.53,True,stay_on,normal,0.1408565646789891,
1759139508.807502,2025-09-29T09:51:48.807502+00:00,32.4,71.85,2.53,True,stay_on,normal,0.1449139805661694,
1759139568.889222,2025-09-29T09:52:48.889222+00:00,32.37,72.25,2.54,True,stay_on,normal,0.14694454906958054,
1759139628.975188,2025-09-29T09:53:48.975188+00:00,32.41,72.22,2.59,True,stay_on,normal,0.15071107924528082,
1759139689.057835,2025-09-29T09:54:49.057835+00:00,32.4,72.1,2.61,True,stay_on,normal,0.15393221514838484,
1759139749.140787,2025-09-29T09:55:49.140787+00:00,32.44,72.23,2.61,True,stay_on,normal,0.15379466135169456,
1759139809.196891,2025-09-29T09:56:49.196891+00:00,32.25,72.17,2.61,True,stay_on,normal,0.14958860857191597,
1759139869.281213,2025-09-29T09:57:49.281213+00:00,32.4,72.43,2.6,True,stay_on,normal,0.15590048927406713,
1759139929.361905,2025-09-29T09:58:49.361905+00:00,32.42,72.18,2.62,True,stay_on,normal,0.15560837050826898,
1759139989.447817,2025-09-29T09:59:49.447817+00:00,32.35,72.47,2.65,True,stay_on,normal,0.16396035169615358,
1759140049.53066,2025-09-29T10:00:49.530660+00:00,32.31,72.58,2.65,True,stay_on,normal,0.16313206168818772,
1759140109.584439,2025-09-29T10:01:49.584439+00:00,32.4,72.51,2.65,True,stay_on,normal,0.16502883958581105,
1759140169.668976,2025-09-29T10:02:49.668976+00:00,32.4,72.38,2.67,True,stay_on,normal,0.16727267764275489,
1759140229.752233,2025-09-29T10:03:49.752233+00:00,32.4,72.36,2.69,True,stay_on,normal,0.1681095201692196,
1759140289.835848,2025-09-29T10:04:49.835848+00:00,32.4,72.0,2.61,True,stay_on,normal,0.15393221514838484,
1759140349.919271,2025-09-29T10:05:49.919271+00:00,32.42,72.27,2.64,True,stay_on,normal,0.1623417808748584,
1759140409.972439,2025-09-29T10:06:49.972439+00:00,32.47,71.77,2.63,True,stay_on,normal,0.15673489739667285,
1759140470.057801,2025-09-29T10:07:50.057801+00:00,32.33,72.36,2.6,True,stay_on,normal,0.15342210356730784,
1759140530.198576,2025-09-29T10:08:50.198576+00:00,32.34,72.28,2.62,True,stay_on,normal,0.15609533671554376,
1759140590.237116,2025-09-29T10:09:50.237116+00:00,32.37,72.87,2.6,True,stay_on,normal,0.15591492616831087,
1759140650.317805,2025-09-29T10:10:50.317805+00:00,32.38,72.45,2.65,True,stay_on,normal,0.16486759387694455,
1759140710.364423,2025-09-29T10:11:50.364423+00:00,32.49,72.02,2.67,True,stay_on,normal,0.16445143506129362,
1759140770.446198,2025-09-29T10:12:50.446198+00:00,32.41,72.14,2.68,True,stay_on,normal,0.16734405030754668,
1759140830.530866,2025-09-29T10:13:50.530866+00:00,32.49,72.19,2.69,True,stay_on,normal,0.16696776315673417,
1759140890.613352,2025-09-29T10:14:50.613352+00:00,32.51,72.1,2.67,True,stay_on,normal,0.16452596523652419,
1759140950.749447,2025-09-29T10:15:50.749447+00:00,32.52,72.22,2.75,True,stay_on,normal,0.17243882533581945,
1759141010.753575,2025-09-29T10:16:50.753575+00:00,32.61,71.71,2.7,True,stay_on,normal,0.1602793351577973,
1759141070.836204,2025-09-29T10:17:50.836204+00:00,32.62,71.64,2.68,True,stay_on,normal,0.15954604705674774,
1759141130.920486,2025-09-29T10:18:50.920486+00:00,32.58,71.93,2.64,True,stay_on,normal,0.15489988481540312,
1759141191.002601,2025-09-29T10:19:51.002601+00:00,32.58,71.85,2.63,True,stay_on,normal,0.15281526458163103,
1759141251.088515,2025-09-29T10:20:51.088515+00:00,32.64,71.85,2.7,True,stay_on,normal,0.15864088544644755,
1759141311.143745,2025-09-29T10:21:51.143745+00:00,32.55,71.99,2.71,True,stay_on,normal,0.1649188043378294,
1759141371.224069,2025-09-29T10:22:51.224069+00:00,32.44,72.11,2.72,True,stay_on,normal,0.16897258550228156,
1759141431.308617,2025-09-29T10:23:51.308617+00:00,32.65,71.62,2.72,True,stay_on,normal,0.15724529058208142,
1759141491.391644,2025-09-29T10:24:51.391644+00:00,32.49,72.32,2.67,True,stay_on,normal,0.1670832510821238,
1759141551.476661,2025-09-29T10:25:51.476661+00:00,32.62,72.05,2.71,True,stay_on,normal,0.1632048232294937,
1759141611.53014,2025-09-29T10:26:51.530140+00:00,32.57,72.32,2.7,True,stay_on,normal,0.1661972323700463,
1759141671.613882,2025-09-29T10:27:51.613882+00:00,32.58,71.99,2.68,True,stay_on,normal,0.16194723382039578,
1759141731.696992,2025-09-29T10:28:51.696992+00:00,32.61,71.58,2.67,True,stay_on,normal,0.15713105328987587,
1759141791.781067,2025-09-29T10:29:51.781067+00:00,32.58,71.89,2.67,True,stay_on,normal,0.16021164634011775,
1759141851.864672,2025-09-29T10:30:51.864672+00:00,32.55,72.09,2.66,True,stay_on,normal,0.16074168116377857,
1759141911.920964,2025-09-29T10:31:51.920964+00:00,32.51,72.44,2.71,True,stay_on,normal,0.17150015475399039,
1759141972.002483,2025-09-29T10:32:52.002483+00:00,32.51,72.27,2.71,True,stay_on,normal,0.16990409329812123,
1759142032.087383,2025-09-29T10:33:52.087383+00:00,32.52,72.17,2.69,True,stay_on,normal,0.1670418342270822,
1759142092.22904,2025-09-29T10:34:52.229040+00:00,32.55,72.1,2.66,True,stay_on,normal,0.16074168116377857,
1759142152.253,2025-09-29T10:35:52.253000+00:00,32.42,72.36,2.68,True,stay_on,normal,0.16908478214131445,
1759142212.308083,2025-09-29T10:36:52.308083+00:00,32.35,72.7,2.62,True,stay_on,normal,0.15771158320796547,
1759142272.393333,2025-09-29T10:37:52.393333+00:00,32.41,72.62,2.64,True,stay_on,normal,0.16374552058485142,
1759142332.474484,2025-09-29T10:38:52.474484+00:00,32.42,72.78,2.64,True,stay_on,normal,0.1636167429076586,
1759142392.558552,2025-09-29T10:39:52.558552+00:00,32.44,72.54,2.67,True,stay_on,normal,0.16779486258085596,
1759142452.642789,2025-09-29T10:40:52.642789+00:00,32.47,72.61,2.68,True,stay_on,normal,0.17025726830358773,
1759142512.697559,2025-09-29T10:41:52.697559+00:00,32.49,72.36,2.68,True,stay_on,normal,0.16832626021468022,
1759142572.780714,2025-09-29T10:42:52.780714+00:00,32.59,72.4,2.65,True,stay_on,normal,0.15971874997811825,
1759142632.865384,2025-09-29T10:43:52.865384+00:00,32.66,71.54,2.68,True,stay_on,normal,0.1533275496765545,
1759142692.949517,2025-09-29T10:44:52.949517+00:00,32.61,71.94,2.69,True,stay_on,normal,0.16179558742592276,
1759142753.031868,2025-09-29T10:45:53.031868+00:00,32.55,72.09,2.73,True,stay_on,normal,0.16684853844862563,
1759142813.087719,2025-09-29T10:46:53.087719+00:00,32.52,72.36,2.7,True,stay_on,normal,0.1688610908142828,
