ts,time,suhu,rh,nh3,spray_on,reason,anomaly,iso_score,flags
1759116919.556747,2025-09-29T03:35:19.556747+00:00,32.49,73.6,2.75,True,stay_on,normal,0.17030514514143474,
1759116979.610287,2025-09-29T03:36:19.610287+00:00,32.45,73.65,2.68,True,stay_on,normal,0.1648224587810318,
1759117039.69572,2025-09-29T03:37:19.695720+00:00,32.41,73.52,2.69,True,stay_on,normal,0.16636258444440694,
1759117099.779375,2025-09-29T03:38:19.779375+00:00,32.47,73.48,2.71,True,stay_on,normal,0.1684676622174786,
1759117159.863266,2025-09-29T03:39:19.863266+00:00,32.4,73.55,2.68,True,stay_on,normal,0.16562440390114969,
1759117219.944706,2025-09-29T03:40:19.944706+00:00,32.34,73.77,2.71,True,stay_on,normal,0.1653006645556655,
1759117280.000569,2025-09-29T03:41:20.000569+00:00,32.48,73.28,2.73,True,stay_on,normal,0.17031149024100944,
1759117340.084388,2025-09-29T03:42:20.084388+00:00,32.57,72.99,2.69,True,stay_on,normal,0.1668892657944862,
1759117400.168478,2025-09-29T03:43:20.168478+00:00,32.59,72.76,2.72,True,stay_on,normal,0.16907450166158694,
1759117460.252146,2025-09-29T03:44:20.252146+00:00,32.59,72.72,2.72,True,stay_on,normal,0.16907450166158694,
1759117520.335747,2025-09-29T03:45:20.335747+00:00,32.57,72.88,2.77,True,stay_on,normal,0.17181447703169822,
1759117580.39052,2025-09-29T03:46:20.390520+00:00,32.59,72.79,2.78,True,stay_on,normal,0.17174302315553291,
1759117640.476593,2025-09-29T03:47:20.476593+00:00,32.57,72.74,2.82,True,stay_on,normal,0.17194117283872856,
1759117700.557742,2025-09-29T03:48:20.557742+00:00,32.55,72.9,2.78,True,stay_on,normal,0.17317011052819253,
1759117760.642182,2025-09-29T03:49:20.642182+00:00,32.54,72.62,2.73,True,stay_on,normal,0.17319271767824906,
1759117820.725072,2025-09-29T03:50:20.725072+00:00,32.51,72.7,2.74,True,stay_on,normal,0.17515354024047963,
1759117880.780864,2025-09-29T03:51:20.780864+00:00,32.44,72.97,2.72,True,stay_on,normal,0.17314757927174912,
1759117940.864144,2025-09-29T03:52:20.864144+00:00,32.44,72.96,2.7,True,stay_on,normal,0.17079876322369286,
1759118000.953667,2025-09-29T03:53:20.953667+00:00,32.47,73.17,2.75,True,stay_on,normal,0.174064768907031,
1759118061.032897,2025-09-29T03:54:21.032897+00:00,32.52,72.77,2.77,True,stay_on,normal,0.17510756130196614,
1759118121.114982,2025-09-29T03:55:21.114982+00:00,32.47,72.74,2.72,True,stay_on,normal,0.17383030204586614,
1759118181.17416,2025-09-29T03:56:21.174160+00:00,32.57,72.3,2.69,True,stay_on,normal,0.16553847442942055,
1759118241.256787,2025-09-29T03:57:21.256787+00:00,32.66,72.1,2.79,True,stay_on,normal,0.1629284604314989,
1759118301.338121,2025-09-29T03:58:21.338121+00:00,32.62,72.08,2.75,True,stay_on,normal,0.1673775682602464,
1759118361.42275,2025-09-29T03:59:21.422750+00:00,32.54,72.47,2.76,True,stay_on,normal,0.1739252216383374,
1759118421.509041,2025-09-29T04:00:21.509041+00:00,32.54,72.26,2.75,True,stay_on,normal,0.17237154991944653,
1759118481.561766,2025-09-29T04:01:21.561766+00:00,32.55,72.28,2.76,True,stay_on,normal,0.17121403128948626,
1759118541.645176,2025-09-29T04:02:21.645176+00:00,32.54,72.38,2.81,True,stay_on,normal,0.17372683389764582,
1759118601.729407,2025-09-29T04:03:21.729407+00:00,32.69,71.91,2.79,True,stay_on,normal,0.16258993400457789,
1759118661.810697,2025-09-29T04:04:21.810697+00:00,32.66,71.81,2.79,True,stay_on,normal,0.16181287199952332,
1759118721.895617,2025-09-29T04:05:21.895617+00:00,32.55,72.04,2.8,True,stay_on,normal,0.1697955662941688,
1759118781.952549,2025-09-29T04:06:21.952549+00:00,32.62,72.16,2.82,True,stay_on,normal,0.16855753098798393,
1759118842.03477,2025-09-29T04:07:22.034770+00:00,32.49,72.16,2.83,True,stay_on,normal,0.17154140621141178,
1759118902.11756,2025-09-29T04:08:22.117560+00:00,32.49,72.23,2.77,True,stay_on,normal,0.17253367244695916,
1759118962.203173,2025-09-29T04:09:22.203173+00:00,32.51,72.22,2.81,True,stay_on,normal,0.17373292073170377,
1759119022.286791,2025-09-29T04:10:22.286791+00:00,32.52,72.2,2.79,True,stay_on,normal,0.17351459859817603,
1759119082.341674,2025-09-29T04:11:22.341674+00:00,32.55,71.89,2.84,True,stay_on,normal,0.16774156721986117,
1759119142.425905,2025-09-29T04:12:22.425905+00:00,32.57,71.79,2.85,True,stay_on,normal,0.16437882006446097,
1759119202.508586,2025-09-29T04:13:22.508586+00:00,32.48,72.03,2.84,True,stay_on,normal,0.17017389848137532,
1759119262.591155,2025-09-29T04:14:22.591155+00:00,32.44,71.95,2.89,True,stay_on,normal,0.16372814346265607,
1759119322.675889,2025-09-29T04:15:22.675889+00:00,32.42,72.04,2.86,True,stay_on,normal,0.16854087519611133,
1759119382.732615,2025-09-29T04:16:22.732615+00:00,32.49,71.97,2.84,True,stay_on,normal,0.16979684664029432,
1759119442.813804,2025-09-29T04:17:22.813804+00:00,32.51,71.85,2.91,True,stay_on,normal,0.15975907946655926,
1759119502.898337,2025-09-29T04:18:22.898337+00:00,32.47,72.0,2.86,True,stay_on,normal,0.16774592728623522,
1759119562.983489,2025-09-29T04:19:22.983489+00:00,32.41,71.96,2.78,True,stay_on,normal,0.17138575429896336,
1759119623.064986,2025-09-29T04:20:23.064986+00:00,32.37,72.42,2.76,True,stay_on,normal,0.17375756893068106,
1759119683.121192,2025-09-29T04:21:23.121192+00:00,32.48,71.95,2.79,True,stay_on,normal,0.17122982775943618,
1759119743.205826,2025-09-29T04:22:23.205826+00:00,32.59,71.75,2.75,True,stay_on,normal,0.16627408506503155,
1759119803.288247,2025-09-29T04:23:23.288247+00:00,32.62,71.43,2.79,True,stay_on,normal,0.16203911560260958,
1759119863.371895,2025-09-29T04:24:23.371895+00:00,32.48,72.26,2.75,True,stay_on,normal,0.17317289535181174,
1759119923.456438,2025-09-29T04:25:23.456438+00:00,32.47,72.07,2.77,True,stay_on,normal,0.17090444204395672,
1759119983.517236,2025-09-29T04:26:23.517236+00:00,32.41,72.21,2.78,True,stay_on,normal,0.1736408647027316,
1759120043.594725,2025-09-29T04:27:23.594725+00:00,32.41,72.02,2.88,True,stay_on,normal,0.16567205782333816,
1759120103.679387,2025-09-29T04:28:23.679387+00:00,32.41,72.13,2.82,True,stay_on,normal,0.17308028801456588,
1759120163.764019,2025-09-29T04:29:23.764019+00:00,32.52,72.0,2.84,True,stay_on,normal,0.1699769293816094,
1759120223.844519,2025-09-29T04:30:23.844519+00:00,32.52,71.63,2.86,True,stay_on,normal,0.1650187580270321,
1759120283.902018,2025-09-29T04:31:23.902018+00:00,32.35,72.03,2.86,True,stay_on,normal,0.1662650376817631,
1759120343.98711,2025-09-29T04:32:23.987110+00:00,32.27,72.55,2.76,True,stay_on,normal,0.17171011360895488,
1759120404.068535,2025-09-29T04:33:24.068535+00:00,32.28,72.46,2.76,True,stay_on,normal,0.17087151063052408,
1759120464.162743,2025-09-29T04:34:24.162743+00:00,32.34,72.55,2.81,True,stay_on,normal,0.17421917155526634,
1759120524.237508,2025-09-29T04:35:24.237508+00:00,32.41,72.37,2.87,True,stay_on,normal,0.1689878777584235,
1759120584.290607,2025-09-29T04:36:24.290607+00:00,32.52,72.18,2.87,True,stay_on,normal,0.16649468078197677,
1759120644.374582,2025-09-29T04:37:24.374582+00:00,32.47,72.14,2.82,True,stay_on,normal,0.17218822690278113,
1759120704.460644,2025-09-29T04:38:24.460644+00:00,32.52,71.76,2.86,True,stay_on,normal,0.1664270987358365,
1759120764.541991,2025-09-29T04:39:24.541991+00:00,32.49,72.1,2.8,True,stay_on,normal,0.17212194876456122,
1759120824.625084,2025-09-29T04:40:24.625084+00:00,32.47,72.07,2.75,True,stay_on,normal,0.17073582542608395,
1759120884.683082,2025-09-29T04:41:24.683082+00:00,32.34,72.59,2.72,True,stay_on,normal,0.17268855073864492,
1759120944.765678,2025-09-29T04:42:24.765678+00:00,32.42,72.41,2.71,True,stay_on,normal,0.1711416687174398,
1759121004.849503,2025-09-29T04:43:24.849503+00:00,32.51,72.33,2.66,True,stay_on,normal,0.16578681980860915,
1759121064.93136,2025-09-29T04:44:24.931360+00:00,32.57,71.81,2.74,True,stay_on,normal,0.1671318848378539,
1759121125.01804,2025-09-29T04:45:25.018040+00:00,32.58,71.76,2.79,True,stay_on,normal,0.16753147258735684,
1759121185.070896,2025-09-29T04:46:25.070896+00:00,32.64,71.52,2.68,True,stay_on,normal,0.15435062930730153,
1759121245.155644,2025-09-29T04:47:25.155644+00:00,32.73,71.13,2.7,True,stay_on,normal,0.14736552211207787,
1759121305.240495,2025-09-29T04:48:25.240495+00:00,32.59,71.43,2.69,True,stay_on,normal,0.15593076429962066,
1759121365.322859,2025-09-29T04:49:25.322859+00:00,32.58,71.47,2.71,True,stay_on,normal,0.15799805422227026,
1759121425.405366,2025-09-29T04:50:25.405366+00:00,32.52,71.81,2.69,True,stay_on,normal,0.16445709241382694,
1759121485.46337,2025-09-29T04:51:25.463370+00:00,32.59,71.47,2.73,True,stay_on,normal,0.15943435802481987,
1759121545.545184,2025-09-29T04:52:25.545184+00:00,32.61,71.53,2.77,True,stay_on,normal,0.16356515006700278,
1759121605.629123,2025-09-29T04:53:25.629123+00:00,32.64,71.33,2.88,True,stay_on,normal,0.15172549728066598,
1759121665.713826,2025-09-29T04:54:25.713826+00:00,32.55,71.31,2.9,True,stay_on,normal,0.15311961461940227,
1759121725.798775,2025-09-29T04:55:25.798775+00:00,32.62,71.15,2.82,True,stay_on,normal,0.1596585654797958,
1759121785.850705,2025-09-29T04:56:25.850705+00:00,32.58,71.31,2.79,True,stay_on,normal,0.1612112150219263,
1759121845.937126,2025-09-29T04:57:25.937126+00:00,32.64,70.79,2.81,True,stay_on,normal,0.15118714610510792,
1759121906.018598,2025-09-29T04:58:26.018598+00:00,32.72,70.74,2.82,True,stay_on,normal,0.1437525902087604,
1759121966.102852,2025-09-29T04:59:26.102852+00:00,32.8,70.59,2.85,True,stay_on,normal,0.13667360396485245,
1759122026.18536,2025-09-29T05:00:26.185360+00:00,32.78,70.58,2.87,True,stay_on,normal,0.13492874607196575,
1759122086.240625,2025-09-29T05:01:26.240625+00:00,33.02,69.95,2.88,True,stay_on,normal,0.11345529620837502,
1759122146.323847,2025-09-29T05:02:26.323847+00:00,32.78,70.71,2.84,True,stay_on,normal,0.13974891333526435,
1759122206.40811,2025-09-29T05:03:26.408110+00:00,32.62,71.24,2.85,True,stay_on,normal,0.15767559207522014,
1759122266.49285,2025-09-29T05:04:26.492850+00:00,32.55,71.43,2.84,True,stay_on,normal,0.16201818341953345,
1759122326.575237,2025-09-29T05:05:26.575237+00:00,32.58,71.36,2.78,True,stay_on,normal,0.16147264899556257,
1759122386.629903,2025-09-29T05:06:26.629903+00:00,32.49,71.3,2.81,True,stay_on,normal,0.16352503785094175,
1759122446.714872,2025-09-29T05:07:26.714872+00:00,32.38,71.71,2.79,True,stay_on,normal,0.16984824272131122,
1759122506.796693,2025-09-29T05:08:26.796693+00:00,32.48,71.57,2.8,True,stay_on,normal,0.16884188051913912,
1759122566.881028,2025-09-29T05:09:26.881028+00:00,32.55,71.29,2.79,True,stay_on,normal,0.160979059399385,
1759122626.964871,2025-09-29T05:10:26.964871+00:00,32.49,71.29,2.76,True,stay_on,normal,0.1619682827139528,
1759122687.019506,2025-09-29T05:11:27.019506+00:00,32.47,71.51,2.78,True,stay_on,normal,0.16636717052218364,
1759122747.101842,2025-09-29T05:12:27.101842+00:00,32.48,71.52,2.8,True,stay_on,normal,0.16742442829561138,
1759122807.187325,2025-09-29T05:13:27.187325+00:00,32.49,71.52,2.84,True,stay_on,normal,0.16529318160469708,
1759122867.271908,2025-09-29T05:14:27.271908+00:00,32.57,71.39,2.83,True,stay_on,normal,0.16175064916317,
1759122927.353829,2025-09-29T05:15:27.353829+00:00,32.59,71.29,2.83,True,stay_on,normal,0.1594416105871982,
1759122987.40902,2025-09-29T05:16:27.409020+00:00,32.65,71.15,2.84,True,stay_on,normal,0.1541620464959796,
1759123047.492836,2025-09-29T05:17:27.492836+00:00,32.57,71.29,2.86,True,stay_on,normal,0.15720681897819916,
1759123107.574986,2025-09-29T05:18:27.574986+00:00,32.61,71.12,2.89,True,stay_on,normal,0.15259168022777753,
1759123167.65849,2025-09-29T05:19:27.658490+00:00,32.61,71.08,2.89,True,stay_on,normal,0.15259168022777753,
1759123227.74337,2025-09-29T05:20:27.743370+00:00,32.62,70.94,2.88,True,stay_on,normal,0.14979628733596062,
1759123287.799575,2025-09-29T05:21:27.799575+00:00,32.68,70.86,2.85,True,stay_on,normal,0.14713398471942335,
1759123347.879338,2025-09-29T05:22:27.879338+00:00,32.57,70.95,2.85,True,stay_on,normal,0.15433292298408835,
1759123407.965379,2025-09-29T05:23:27.965379+00:00,32.58,71.14,2.83,True,stay_on,normal,0.15956523497526653,
1759123468.047816,2025-09-29T05:24:28.047816+00:00,32.61,71.08,2.88,True,stay_on,normal,0.15330067967877442,
1759123528.134274,2025-09-29T05:25:28.134274+00:00,32.59,71.05,2.86,True,stay_on,normal,0.15632260272671755,
1759123588.18474,2025-09-29T05:26:28.184740+00:00,32.59,71.04,2.81,True,stay_on,normal,0.15992764118789904,
1759123648.270096,2025-09-29T05:27:28.270096+00:00,32.8,70.56,2.87,True,stay_on,normal,0.1325130450153999,
1759123708.352334,2025-09-29T05:28:28.352334+00:00,32.71,70.42,2.84,True,stay_on,normal,0.13794940510039838,
1759123768.438163,2025-09-29T05:29:28.438163+00:00,32.55,70.89,2.84,True,stay_on,normal,0.15504253224532066,
1759123828.519998,2025-09-29T05:30:28.519998+00:00,32.42,71.34,2.8,True,stay_on,normal,0.16551486491414547,
1759123888.575071,2025-09-29T05:31:28.575071+00:00,32.48,71.26,2.79,True,stay_on,normal,0.1628362816325638,
1759123948.659301,2025-09-29T05:32:28.659301+00:00,32.58,71.01,2.79,True,stay_on,normal,0.15955651417374123,
1759124008.742245,2025-09-29T05:33:28.742245+00:00,32.65,70.73,2.8,True,stay_on,normal,0.14769001124366776,
1759124068.825716,2025-09-29T05:34:28.825716+00:00,32.62,70.82,2.89,True,stay_on,normal,0.1465032607683901,
1759124128.909018,2025-09-29T05:35:28.909018+00:00,32.52,71.13,2.83,True,stay_on,normal,0.16231527182707123,
1759124188.963721,2025-09-29T05:36:28.963721+00:00,32.58,70.94,2.86,True,stay_on,normal,0.15373504610404265,
1759124249.047682,2025-09-29T05:37:29.047682+00:00,32.61,70.91,2.89,True,stay_on,normal,0.14827909453231397,
1759124309.130359,2025-09-29T05:38:29.130359+00:00,32.57,70.95,2.89,True,stay_on,normal,0.14920808891366916,
1759124369.216006,2025-09-29T05:39:29.216006+00:00,32.66,70.77,2.84,True,stay_on,normal,0.14639261402436426,
1759124429.297258,2025-09-29T05:40:29.297258+00:00,32.69,70.62,2.89,True,stay_on,normal,0.13882297815800915,
1759124489.35268,2025-09-29T05:41:29.352680+00:00,32.52,70.93,2.86,True,stay_on,normal,0.15549726298891464,
1759124549.437172,2025-09-29T05:42:29.437172+00:00,32.54,71.23,2.88,True,stay_on,normal,0.15582243784675476,
1759124609.523188,2025-09-29T05:43:29.523188+00:00,32.42,71.55,2.74,True,stay_on,normal,0.16752507729192495,
1759124669.603619,2025-09-29T05:44:29.603619+00:00,32.4,71.67,2.78,True,stay_on,normal,0.16985753443773616,
1759124729.690502,2025-09-29T05:45:29.690502+00:00,32.38,71.63,2.83,True,stay_on,normal,0.1689787963763687,
1759124789.742327,2025-09-29T05:46:29.742327+00:00,32.42,71.64,2.76,True,stay_on,normal,0.1693398705623107,
1759124849.825805,2025-09-29T05:47:29.825805+00:00,32.54,71.28,2.77,True,stay_on,normal,0.16188910620362257,
1759124909.910087,2025-09-29T05:48:29.910087+00:00,32.58,71.09,2.79,True,stay_on,normal,0.16039220528279963,
1759124969.992409,2025-09-29T05:49:29.992409+00:00,32.54,71.08,2.77,True,stay_on,normal,0.16188910620362257,
1759125030.076419,2025-09-29T05:50:30.076419+00:00,32.52,71.32,2.84,True,stay_on,normal,0.16249718335568847,
1759125090.13237,2025-09-29T05:51:30.132370+00:00,32.52,71.45,2.86,True,stay_on,normal,0.16246939989269943,
1759125150.213565,2025-09-29T05:52:30.213565+00:00,32.49,71.17,2.87,True,stay_on,normal,0.157342127401096,
1759125210.299231,2025-09-29T05:53:30.299231+00:00,32.86,70.17,2.85,True,stay_on,normal,0.1245774107580373,
1759125270.382087,2025-09-29T05:54:30.382087+00:00,32.86,70.13,2.8,True,stay_on,normal,0.12562789803877245,
1759125330.467225,2025-09-29T05:55:30.467225+00:00,32.76,70.56,2.74,True,stay_on,normal,0.1391256040650209,
1759125390.520238,2025-09-29T05:56:30.520238+00:00,32.65,70.55,2.78,True,stay_on,normal,0.14451594838309206,
1759125450.607048,2025-09-29T05:57:30.607048+00:00,32.52,70.95,2.75,True,stay_on,normal,0.15843810925302904,
1759125510.688751,2025-09-29T05:58:30.688751+00:00,32.38,71.29,2.78,True,stay_on,normal,0.16277229367394513,
1759125570.771044,2025-09-29T05:59:30.771044+00:00,32.48,71.36,2.79,True,stay_on,normal,0.16420738467550072,
1759125630.854183,2025-09-29T06:00:30.854183+00:00,32.57,71.22,2.79,True,stay_on,normal,0.16062782928919916,
1759125690.910563,2025-09-29T06:01:30.910563+00:00,32.64,71.02,2.79,True,stay_on,normal,0.15630910649853302,
1759125750.991956,2025-09-29T06:02:30.991956+00:00,32.71,70.74,2.87,True,stay_on,normal,0.1398142403895965,
1759125811.07703,2025-09-29T06:03:31.077030+00:00,32.9,70.31,2.9,True,stay_on,normal,0.1196082647170304,
1759125871.161577,2025-09-29T06:04:31.161577+00:00,32.65,70.8,2.94,True,stay_on,normal,0.13791856651649542,
1759125931.245048,2025-09-29T06:05:31.245048+00:00,32.41,71.45,2.93,True,stay_on,normal,0.15623996082763653,
1759125991.298592,2025-09-29T06:06:31.298592+00:00,32.51,71.3,2.87,True,stay_on,normal,0.15733813510586803,
1759126051.383681,2025-09-29T06:07:31.383681+00:00,32.68,70.94,2.87,True,stay_on,normal,0.14567202531358503,
1759126111.465112,2025-09-29T06:08:31.465112+00:00,32.68,70.8,2.87,True,stay_on,normal,0.14239170558453157,
1759126171.548918,2025-09-29T06:09:31.548918+00:00,32.66,70.83,2.86,True,stay_on,normal,0.145553914465952,
1759126231.633078,2025-09-29T06:10:31.633078+00:00,32.64,70.83,2.86,True,stay_on,normal,0.14856536193191244,
1759126291.686642,2025-09-29T06:11:31.686642+00:00,32.59,70.95,2.87,True,stay_on,normal,0.1511757040898773,
1759126351.773174,2025-09-29T06:12:31.773174+00:00,32.79,70.41,2.87,True,stay_on,normal,0.12825301975199999,
1759126411.855001,2025-09-29T06:13:31.855001+00:00,32.75,70.49,2.85,True,stay_on,normal,0.1372366918094693,
1759126471.938521,2025-09-29T06:14:31.938521+00:00,32.71,70.51,2.9,True,stay_on,normal,0.13444808296805633,
1759126532.023114,2025-09-29T06:15:32.023114+00:00,32.9,70.21,2.94,True,stay_on,normal,0.1146141833357679,
1759126592.077748,2025-09-29T06:16:32.077748+00:00,32.79,70.37,2.87,True,stay_on,normal,0.12825301975199999,
1759126652.161119,2025-09-29T06:17:32.161119+00:00,32.64,70.75,2.9,True,stay_on,normal,0.14076029625104924,
1759126712.242728,2025-09-29T06:18:32.242728+00:00,32.64,70.91,2.91,True,stay_on,normal,0.14340956947801642,
1759126772.327244,2025-09-29T06:19:32.327244+00:00,32.64,70.89,2.89,True,stay_on,normal,0.14495806366247072,
1759126832.411854,2025-09-29T06:20:32.411854+00:00,32.59,71.13,2.93,True,stay_on,normal,0.14966576089684952,
1759126892.465002,2025-09-29T06:21:32.465002+00:00,32.61,71.07,2.85,True,stay_on,normal,0.15767559207522014,
1759126952.549306,2025-09-29T06:22:32.549306+00:00,32.79,70.7,2.88,True,stay_on,normal,0.13283930526210047,
1759127012.633895,2025-09-29T06:23:32.633895+00:00,32.8,70.34,2.82,True,stay_on,normal,0.13315822117990067,
1759127072.715764,2025-09-29T06:24:32.715764+00:00,32.8,70.37,2.86,True,stay_on,normal,0.13081927689113165,
1759127132.79979,2025-09-29T06:25:32.799790+00:00,32.83,70.42,2.82,True,stay_on,normal,0.13021294198428884,
1759127192.855746,2025-09-29T06:26:32.855746+00:00,32.71,70.7,2.79,True,stay_on,normal,0.1450028633929868,
1759127252.937248,2025-09-29T06:27:32.937248+00:00,32.71,70.71,2.86,True,stay_on,normal,0.14231377961306252,
1759127313.020975,2025-09-29T06:28:33.020975+00:00,32.62,70.45,2.91,True,stay_on,normal,0.13729723562350987,
1759127373.105729,2025-09-29T06:29:33.105729+00:00,32.59,70.81,2.86,True,stay_on,normal,0.15039029818421695,
1759127433.189686,2025-09-29T06:30:33.189686+00:00,32.64,70.5,2.87,True,stay_on,normal,0.14128797664686954,
1759127493.243067,2025-09-29T06:31:33.243067+00:00,32.64,70.7,2.84,True,stay_on,normal,0.1479976165252821,
1759127553.32828,2025-09-29T06:32:33.328280+00:00,32.68,70.33,2.85,True,stay_on,normal,0.1374264851676797,
1759127613.414271,2025-09-29T06:33:33.414271+00:00,32.59,70.67,2.81,True,stay_on,normal,0.15227906791036894,
1759127673.493153,2025-09-29T06:34:33.493153+00:00,32.64,70.62,2.78,True,stay_on,normal,0.14821850885938936,
1759127733.577818,2025-09-29T06:35:33.577818+00:00,32.64,70.55,2.8,True,stay_on,normal,0.14722139603393314,
1759127793.633184,2025-09-29T06:36:33.633184+00:00,32.48,70.9,2.76,True,stay_on,normal,0.15720780734647477,
1759127853.715685,2025-09-29T06:37:33.715685+00:00,32.55,70.97,2.78,True,stay_on,normal,0.1584085500436586,
1759127913.799304,2025-09-29T06:38:33.799304+00:00,32.69,70.59,2.74,True,stay_on,normal,0.14383248847845032,
1759127973.884516,2025-09-29T06:39:33.884516+00:00,32.84,70.05,2.76,True,stay_on,normal,0.12383156057663097,
1759128033.966472,2025-09-29T06:40:33.966472+00:00,32.75,70.11,2.8,True,stay_on,normal,0.134164985918524,
1759128094.021325,2025-09-29T06:41:34.021325+00:00,32.91,69.85,2.83,True,stay_on,normal,0.11960444906537554,
1759128154.106644,2025-09-29T06:42:34.106644+00:00,32.87,69.92,2.8,True,stay_on,normal,0.12193022651678859,
1759128214.188486,2025-09-29T06:43:34.188486+00:00,32.8,69.89,2.85,True,stay_on,normal,0.12423205335931126,
1759128274.271969,2025-09-29T06:44:34.271969+00:00,32.82,69.94,2.83,True,stay_on,normal,0.12391153687363488,
1759128334.355575,2025-09-29T06:45:34.355575+00:00,32.84,69.96,2.82,True,stay_on,normal,0.12297493802711262,
1759128394.409585,2025-09-29T06:46:34.409585+00:00,32.76,70.03,2.81,True,stay_on,normal,0.13025641639960467,
1759128454.494615,2025-09-29T06:47:34.494615+00:00,32.52,70.83,2.82,True,stay_on,normal,0.15658625635306367,
1759128514.578175,2025-09-29T06:48:34.578175+00:00,32.49,71.1,2.84,True,stay_on,normal,0.16181337907074855,
1759128574.661985,2025-09-29T06:49:34.661985+00:00,32.62,70.71,2.81,True,stay_on,normal,0.15227906791036894,
1759128634.743888,2025-09-29T06:50:34.743888+00:00,32.48,70.95,2.86,True,stay_on,normal,0.15574389799148264,
1759128694.800995,2025-09-29T06:51:34.800995+00:00,32.49,71.14,2.86,True,stay_on,normal,0.15974051605196365,
1759128754.882718,2025-09-29T06:52:34.882718+00:00,32.59,70.87,2.87,True,stay_on,normal,0.14957529742279874,
1759128814.967185,2025-09-29T06:53:34.967185+00:00,32.65,70.75,2.85,True,stay_on,normal,0.14510043442512827,
1759128875.049609,2025-09-29T06:54:35.049609+00:00,32.65,70.54,2.83,True,stay_on,normal,0.14382448992897978,
1759128935.192281,2025-09-29T06:55:35.192281+00:00,32.76,70.23,2.87,True,stay_on,normal,0.12827128368027635,
1759128995.188454,2025-09-29T06:56:35.188454+00:00,32.72,70.35,2.87,True,stay_on,normal,0.1330089672526395,
1759129055.284859,2025-09-29T06:57:35.284859+00:00,32.68,70.65,2.98,True,stay_on,normal,0.13100453250735938,
1759129115.367618,2025-09-29T06:58:35.367618+00:00,32.58,70.49,2.87,True,stay_on,normal,0.14195977766878454,
1759129175.44711,2025-09-29T06:59:35.447110+00:00,32.54,70.82,2.88,True,stay_on,normal,0.14978081261108395,
1759129235.521609,2025-09-29T07:00:35.521609+00:00,32.57,70.51,2.86,True,stay_on,normal,0.14642844244664743,
1759129295.580646,2025-09-29T07:01:35.580646+00:00,32.49,70.7,2.87,True,stay_on,normal,0.1492577320809127,
1759129355.661473,2025-09-29T07:02:35.661473+00:00,32.75,69.88,2.9,True,stay_on,normal,0.1231666370050239,
1759129415.744219,2025-09-29T07:03:35.744219+00:00,32.44,70.9,2.92,True,stay_on,normal,0.14780728298932744,
1759129475.827577,2025-09-29T07:04:35.827577+00:00,32.44,70.7,2.91,True,stay_on,normal,0.14538865646270233,
1759129535.91404,2025-09-29T07:05:35.914040+00:00,32.58,70.54,2.93,True,stay_on,normal,0.13882170470389976,
1759129595.966242,2025-09-29T07:06:35.966242+00:00,32.54,70.54,2.89,True,stay_on,normal,0.14428516042747047,
1759129656.108902,2025-09-29T07:07:36.108902+00:00,32.55,70.71,2.87,True,stay_on,normal,0.14746124972500307,
1759129716.145329,2025-09-29T07:08:36.145329+00:00,32.49,70.49,2.88,True,stay_on,normal,0.1431854293590189,
1759129776.225879,2025-09-29T07:09:36.225879+00:00,32.27,70.91,2.9,True,stay_on,normal,0.14777507972924175,
1759129836.300624,2025-09-29T07:10:36.300624+00:00,32.38,71.26,2.88,True,stay_on,normal,0.15724113750845897,
1759129896.356789,2025-09-29T07:11:36.356789+00:00,32.52,70.72,2.83,True,stay_on,normal,0.1539466942886859,
1759129956.43881,2025-09-29T07:12:36.438810+00:00,32.61,70.3,2.85,True,stay_on,normal,0.14104219718891498,
1759130016.523411,2025-09-29T07:13:36.523411+00:00,32.61,70.33,2.9,True,stay_on,normal,0.13597288676212588,
1759130076.606842,2025-09-29T07:14:36.606842+00:00,32.54,70.62,2.92,True,stay_on,normal,0.14402512373595816,
1759130136.691193,2025-09-29T07:15:36.691193+00:00,32.42,70.59,2.92,True,stay_on,normal,0.14488616029006562,
1759130196.743627,2025-09-29T07:16:36.743627+00:00,32.51,70.7,2.91,True,stay_on,normal,0.1447980679667772,
1759130256.829788,2025-09-29T07:17:36.829788+00:00,32.57,70.35,2.86,True,stay_on,normal,0.14264466726417574,
1759130316.911747,2025-09-29T07:18:36.911747+00:00,32.54,70.2,2.82,True,stay_on,normal,0.14474805878612618,
1759130376.995011,2025-09-29T07:19:36.995011+00:00,32.57,70.21,2.81,True,stay_on,normal,0.14291286698348604,
1759130437.078471,2025-09-29T07:20:37.078471+00:00,32.38,70.49,2.8,True,stay_on,normal,0.15014665721879572,
1759130497.133682,2025-09-29T07:21:37.133682+00:00,32.33,70.84,2.77,True,stay_on,normal,0.15381667528623255,
1759130557.216263,2025-09-29T07:22:37.216263+00:00,32.4,70.58,2.75,True,stay_on,normal,0.15310248824974915,
1759130617.302375,2025-09-29T07:23:37.302375+00:00,32.55,69.96,2.78,True,stay_on,normal,0.13832829071198183,
1759130677.38592,2025-09-29T07:24:37.385920+00:00,32.49,70.17,2.8,True,stay_on,normal,0.14506877608419577,
1759130737.468697,2025-09-29T07:25:37.468697+00:00,32.65,69.84,2.85,True,stay_on,normal,0.1321374309710014,
1759130797.52366,2025-09-29T07:26:37.523660+00:00,32.58,69.78,2.81,True,stay_on,normal,0.1385545608799682,
